PART_ID,TRIAL,TRAINING,PATTERN,CORRECT,CONFIDENCE,LATENCY
p,1,0,2,1,2.2983789999998407
p,2,0,1,1,1.3287546999999904
p,3,0,2,1,1.0407235000002402
p,4,0,1,1,1.0243456000007427
p,5,0,3,-,1.7739789999995992
p,6,0,3,1,1.2452763000001141
