PART_ID,TRIAL,TRAINING,PATTERN,CORRECT,CONFIDENCE,LATENCY
1M1,1,1,3,-,-,-
1M1,2,1,2,-,-,-
1M1,3,1,2,-,-,-
1M1,4,1,1,-,-,-
1M1,5,1,3,-,-,-
1M1,1,0,2,0,-,1.3029597999993712
1M1,2,0,1,1,-,0.8667339999992691
1M1,3,0,2,1,-,0.3903338000000076
1M1,4,0,2,0,-,0.38784230000055686
1M1,5,0,3,-,-,-
1M1,1,0,1,0,['9'],0.16614269999990938
1M1,2,0,2,-,['9'],-
1M1,3,0,1,-,,-
1M1,4,0,1,0,['9'],3.8785649999999805
1M1,5,0,3,0,['9'],3.763734299999669
