PART_ID,TRIAL,WARUNEK,PATTERN,CORRECT,LATENCY
testeks,1,1,1,1,0.778097099999286
testeks,2,1,1,1,0.3972269000005326
testeks,3,1,1,1,0.3515031999995699
testeks,4,1,3,0,0.710088399999222
testeks,5,1,3,0,0.40096099999936996
testeks,6,1,2,1,0.4903960999981791
testeks,7,1,2,1,0.4212690999993356
testeks,8,1,1,1,0.6190108000009786
testeks,9,1,2,1,0.34263759999885224
testeks,10,1,3,0,0.6557179000010365
testeks,11,1,3,1,0.5721392000014021
testeks,12,1,2,1,0.5299852999996801
