PART_ID,TRIAL,TRAINING,PATTERN,CORRECT,CONFIDENCE,LATENCY
12M21,1,1,1,0,-,1.3752140999999938
12M21,1,0,3,1,-,2.019151800000145
12M21,2,0,1,1,-,1.5575195000001258
12M21,1,0,3,0,['9'],1.6377418000001853
12M21,2,0,1,0,['5'],2.8077361000000565
